,x,y,V,bounce
205,1103.142857142857,700.2857142857143,6.645818464753515,0
206,1101.4285714285713,701.6571428571428,6.662639377255856,0
207,1099.7142857142858,703.0285714285715,6.6587560014946545,0
208,1098.0,704.4,6.644101731816497,0
209,1096.2857142857142,705.7714285714286,5.014523584072083,0
210,1094.5714285714287,707.1428571428571,6.682555998814996,0
211,1092.857142857143,708.5142857142857,5.054688242301788,0
212,1091.142857142857,709.8857142857142,6.691408822307785,0
213,1089.4285714285713,711.2571428571429,6.713083412087292,0
214,1087.7142857142858,712.6285714285714,6.562728800553047,0
215,1086.0,714.0,5.527179090922649,0
216,1087.7,714.6333333333333,5.4772510954748785,0
217,1089.4,715.2666666666667,5.5189607618452525,0
218,1091.1,715.9,5.567161662808571,0
219,1092.8,716.5333333333333,5.585773059638479,0
220,1094.5,717.1666666666666,5.488305043693188,0
221,1096.2,717.8,5.437021709212026,0
222,1097.9,718.4333333333333,5.500568521484945,0
223,1099.6,719.0666666666667,5.4207265016028,0
224,1101.3,719.7,5.325838642105658,0
225,1103.0,720.3333333333334,5.509059173457434,0
226,1104.7,720.9666666666667,5.473764024270858,0
227,1106.4,721.6,5.554230822292328,0
228,1108.1,722.2333333333333,5.438646124145664,0
229,1109.8,722.8666666666667,5.4884792290996245,0
230,1111.5,723.5,5.487940873567693,0
231,1113.2,724.1333333333333,5.498501599420488,0
232,1114.9,724.7666666666667,5.496388586073826,0
233,1116.6,725.4,4.061047542441757,0
234,1118.3,726.0333333333333,5.442314340473952,0
235,1120.0,726.6666666666666,5.387412540302134,0
236,1121.7,727.3,5.463262715387008,0
237,1123.4,727.9333333333333,5.516600013808511,0
238,1125.1,728.5666666666667,5.441333590425825,0
239,1126.8,729.2,5.477736090953746,0
240,1128.5,729.8333333333334,4.150595691383942,0
241,1130.2,730.4666666666667,5.403296735642466,0
242,1131.9,731.1,5.481255865591089,0
243,1133.6,731.7333333333333,3.9865117492656514,0
244,1135.3,732.3666666666667,5.100243145224583,0
245,1137.0,733.0,147.03258200413862,0
246,1124.5,685.5,142.21538579545611,0
247,1112.0,638.0,67.25954450940687,0
248,1109.0,615.0,57.74548310174467,0
249,1104.0,596.0,48.34394052596601,0
250,1101.0,579.0,55.440068161168654,0
251,1098.0,560.0,49.192070350810816,0
252,1094.0,544.0,35.71970030055286,0
253,1089.0,533.0,42.24205738624586,0
254,1086.0,519.0,31.62318540468527,0
255,1082.0,509.0,24.343152933985994,0
256,1080.0,501.0,26.181149604332127,0
257,1076.0,493.0,9.341616342148823,0
258,1075.0,490.0,16.854636086589654,0
259,1070.0,487.0,13.207087240785881,0
260,1068.0,483.0,13.274804389619753,0
261,1064.0,485.0,12.929553295062373,0
262,1060.0,487.0,14.487075867538177,0
263,1057.0,491.0,23.586135169173296,0
264,1053.0,498.0,15.739490145474303,0
265,1051.0,503.0,30.237381771431032,0
266,1046.5,512.0,22.65243855107395,0
267,1042.0,521.0,66.35294106629794,0
268,1024.3333333333333,506.6666666666667,51.75032003247796,0
269,1006.6666666666666,492.3333333333333,68.89454809168751,0
270,989.0,478.0,68.49407142405433,0
271,971.3333333333334,463.6666666666667,69.07908990985732,0
272,953.6666666666666,449.3333333333333,67.45830741715399,0
273,936.0,435.0,63.00126905560499,0
274,917.0,425.0,65.01145684400389,0
275,896.0,418.0,55.762901413237394,0
276,877.0,415.0,52.18000636563223,0
277,859.0,416.0,50.87176843162819,0
278,842.0,414.0,52.92266869883926,0
279,824.0,416.0,60.535016246664384,1
280,812.0,399.0,100.24760642805798,0
281,804.0,366.0,94.39379156552482,0
282,794.0,335.0,83.57014033960462,0
283,783.0,308.0,74.76472592573295,0
284,773.0,284.0,64.77983520600031,0
285,766.0,262.0,32.656898926253014,0
286,755.0,242.0,50.791173587185874,0
287,748.0,226.0,147.64016199821515,0
288,740.0,275.0,141.37722797763794,0
289,747.0,228.0,35.87998692639831,0
290,752.0,243.0,58.202772596736814,0
291,757.0,262.0,64.9079227508245,0
292,764.0,283.0,69.56866884421004,0
293,773.0,305.0,69.26465095514183,0
294,777.0,328.0,82.77574797211302,0
295,787.0,354.0,76.52165289962952,0
296,794.0,379.0,85.29639192093742,0
297,804.0,406.0,44.539497806204814,0
298,810.6666666666666,419.3333333333333,34.23620129811689,0
299,817.3333333333334,432.6666666666667,44.18558755731468,0
300,824.0,446.0,29.245820709755918,0
301,830.0,454.0,26.481655204213954,0
302,837.0,460.0,33.22439684113318,0
303,842.0,470.0,40.10323895372881,0
304,846.0,483.0,45.97146512611268,0
305,856.0,496.0,44.28349634045368,0
306,863.5,510.0,45.98262227211324,0
307,871.0,524.0,57.04374776462817,0
308,876.0,543.0,65.38003592256439,0
309,884.0,564.0,62.910736882250156,0
310,889.0,585.0,76.3882062358188,0
311,898.0,610.0,75.06303500322157,0
312,906.0,634.0,83.81754130341176,0
313,913.0,662.0,45.62246116600268,0
314,920.1666666666666,675.5,46.73791777033963,0
315,927.3333333333334,689.0,43.980629346030135,0
316,934.5,702.5,45.27186339543935,0
317,941.6666666666666,716.0,46.208599379712666,0
318,948.8333333333334,729.5,44.681121160971664,1
319,956.0,743.0,11.66238534661036,0
320,960.0,743.0,18.52401204039118,0
321,966.0,745.0,18.84820014538754,0
322,971.0,749.0,29.19164982934394,0
323,975.0,758.0,31.812171818688277,0
324,983.0,765.0,88.2613601986152,0
325,973.0,737.0,119.87384581495955,0
326,964.0,697.0,117.70130649177626,0
327,951.0,660.0,83.78522846080531,0
328,944.0,632.0,76.75457616095868,0
329,934.0,608.0,142.7685740605079,0
330,895.6666666666666,638.6666666666666,141.97492474029778,0
331,857.3333333333334,669.3333333333334,146.2654746776091,0
332,819.0,700.0,322.49585819675497,0
333,856.0,598.0,318.40871388157615,0
334,893.0,496.0,49.15568893756346,0
335,886.0,481.0,45.54935509584259,0
336,879.0,467.0,45.411009963322535,0
337,872.0,453.0,29.305404750050624,0
338,868.0,444.0,35.473253106664544,0
339,860.0,435.0,41.07724579772863,0
340,855.0,422.0,21.773118415910062,0
341,849.6666666666666,417.0,16.65398778184561,0
342,844.3333333333334,412.0,21.36723822144525,0
343,839.0,407.0,15.932392517081425,0
344,834.0,405.0,20.547853146367334,0
345,828.0,401.0,11.879163619087135,0
346,824.0,401.0,15.027950535327456,0
347,819.0,401.0,8.361915182495478,0
348,817.0,403.0,23.26620552905881,0
349,811.0,408.0,14.904612419325838,0
350,807.0,411.0,13.188005276326662,0
351,805.0,415.0,22.973744861470497,0
352,799.0,420.0,18.668979497289957,0
353,797.0,426.0,30.943770242278934,0
354,793.0,436.0,6.226653384654783,0
355,791.0,435.5,6.2671944249576015,0
356,789.0,435.0,6.20830126357294,0
357,787.0,434.5,6.236583076606791,0
358,785.0,434.0,6.275263139580691,1
359,783.0,433.5,4.6879605787994505,0
360,781.0,433.0,41.84151455361526,0
361,781.0,419.0,32.41552718662835,0
362,781.0,408.0,26.86028796329217,0
363,780.0,399.0,23.510799856441256,0
364,779.0,391.0,28.831508065913095,0
365,779.0,381.0,9.177869297565524,0
366,780.0,378.0,14.69198123898043,0
367,781.0,373.0,6.547238457591047,0
368,780.0,371.0,8.972150700100753,0
369,780.0,368.0,3.0100615173514527,0
370,780.0,369.0,0.0,0
371,780.0,369.0,4.5305329741430524,0
372,780.0,371.0,5.829713539132973,0
373,780.0,373.0,14.87687916054231,0
374,780.0,378.0,12.313008175857268,0
375,781.0,382.0,22.769871961481424,0
376,780.0,389.5,22.635852148893814,0
377,779.0,397.0,49.18262589146276,0
378,793.75,390.25,47.96280559661141,0
379,808.5,383.5,48.285703557338806,0
380,823.25,376.75,47.3044885245838,0
381,838.0,370.0,41.818848737780364,0
382,852.0,364.0,36.821598733441476,0
383,868.0,360.0,47.792229261399015,0
384,884.0,356.0,45.110267443402265,0
385,899.0,353.0,49.88753151016733,0
386,916.0,352.0,46.783882926819835,0
387,932.0,351.0,46.15132808951304,0
388,948.0,352.0,54.88522279577926,0
389,966.0,357.0,39.67310571046432,0
390,979.0,360.0,54.6816033261848,0
391,997.0,364.0,52.69643041203502,0
392,1014.0,369.0,53.11963061808958,0
393,1030.0,377.0,55.61843763090479,0
394,1047.0,385.0,58.45493496798023,0
395,1064.0,395.0,53.77516183778143,0
396,1079.0,406.0,62.79093520082368,0
397,1097.0,418.0,65.59936420072476,0
398,1115.0,431.0,437.80670501797493,0
399,1123.0,576.0,431.97653958854903,0
400,1131.0,721.0,210.1945027130859,0
401,1153.0,653.3333333333334,216.53333283578976,0
402,1175.0,585.6666666666666,208.87094534747015,0
403,1197.0,518.0,74.03827822818094,0
404,1212.0,538.0,86.76472644030136,0
405,1233.0,559.0,44.058572269684625,0
406,1246.0,566.0,42.90578883954697,1
407,1254.0,554.0,36.05580643029781,0
408,1262.0,545.0,33.986610339273334,0
409,1271.0,538.0,35.93830197345501,0
410,1279.0,529.0,28.21625802893973,0
411,1287.0,524.0,685.2268096203785,0
412,1123.0,689.0,691.9338294114353,0
413,959.0,854.0,553.1839801348731,0
414,1139.5,684.5,737.1655707603346,0
415,1320.0,515.0,32.95597762308631,0
416,1331.0,516.0,27.44305676269221,0
417,1340.0,518.0,27.989995461084863,0
418,1349.0,521.0,29.26400160751962,0
419,1357.0,527.0,22.550975260062838,0
420,1362.0,533.0,41.417479328073874,0
421,1374.0,540.0,42.261461907770446,0
422,1382.0,552.0,35.627973470744394,0
423,1391.0,560.0,45.0637715702125,0
424,1399.0,573.0,76.00600877853513,0
425,1390.0,549.0,91.4961037814748,0
426,1376.2,522.2,90.74576430834107,0
427,1362.4,495.4,91.04563786744376,0
428,1348.6,468.6,91.66319759932044,0
429,1334.8,441.8,90.65974282811023,0
430,1321.0,415.0,66.94223569077838,0
431,1310.0,395.0,65.29226817888659,0
432,1299.0,376.0,58.184555123597264,0
433,1288.0,360.0,54.849873505461126,0
434,1276.0,346.0,54.87119910633081,0
435,1264.0,332.0,37.928567335223235,0
436,1256.0,322.0,40.11983578763005,0
437,1247.0,312.0,32.068575633164805,0
438,1239.0,305.0,31.394700595936698,0
439,1231.0,298.0,40.376447355661256,0
440,1219.0,292.0,28.142387490227467,0
441,1211.0,287.0,25.429343027183585,0
442,1203.0,284.0,26.758158166426064,0
443,1194.0,283.0,17.712781501887704,0
444,1188.0,283.0,23.588833796963172,0
445,1180.0,283.0,28.393304969612476,0
446,1171.0,286.0,603.3652916836714,0
447,1100.3333333333333,475.33333333333337,594.3737889002894,0
448,1029.6666666666667,664.6666666666667,608.2059467403673,0
449,959.0,854.0,2.82208562993256,0
450,959.6666666666666,854.6666666666666,2.809705818776002,0
451,960.3333333333334,855.3333333333334,2.7786307022651684,1
452,961.0,856.0,894.9178457149645,0
453,1044.5,564.5,906.3664582760068,0
454,1128.0,273.0,35.946273521830285,0
455,1123.0,262.0,21.476089029816468,0
456,1120.0,253.0,35.080284922373714,0
457,1116.0,242.0,21.28149992197514,0
458,1114.0,235.0,10.573838707881945,0
459,1112.0,232.0,634.8283532699397,0
460,1061.0,438.33333333333337,630.9874336004631,0
461,1010.0,644.6666666666667,626.658359194638,0
462,959.0,851.0,2.9762815923158747,0
463,960.0,851.0,2.9874364396669186,0
464,961.0,851.0,930.812951509629,0
465,1024.5,536.0,954.7962086236532,0
466,1088.0,221.0,8.271799994304388,0
467,1086.0,223.0,21.295248507189648,0
468,1080.0,227.0,12.087666419663023,0
469,1079.0,231.0,17.28180956868036,0
470,1076.0,236.0,24.575238426614035,0
471,1074.0,244.0,12.407257733713287,0
472,1070.0,243.0,32.43784599300978,0
473,1069.0,232.0,602.5570913014551,0
474,1032.6666666666667,438.0,616.8811337079575,0
475,996.3333333333334,644.0,605.2782256905354,0
476,960.0,850.0,11.936083256514081,0
477,959.0,854.0,0.0,0
478,959.0,854.0,8.493302244970002,0
479,961.0,856.0,10.694096229809913,0
480,958.0,854.0,10.216712698881038,0
481,961.0,856.0,10.209753071230132,0
482,1135.0,858.0,0.0,0
483,1135.0,858.0,438.93479187779644,0
484,1137.5,709.5,433.8739975539607,0
485,1140.0,561.0,47.6834933417934,0
486,1138.0,545.0,0.0,0
487,1138.0,545.0,36.16681191520843,0
488,1140.0,533.0,37.510130010611945,0
489,1136.0,521.0,37.0513529165791,0
490,1133.0,509.0,17.282368097923573,0
491,1133.0,503.0,21.85911234093266,0
492,1131.0,496.0,2.960053466236735,0
493,1130.0,496.0,12.278423898275948,0
494,1129.0,492.0,5.921916562657073,0
495,1129.0,490.0,8.189504322137742,0
496,1127.0,488.0,8.84535251960395,0
497,1124.0,488.0,12.283883592030724,0
498,1123.0,492.0,0.0,0
499,1123.0,492.0,8.35656689674779,0
500,1121.0,494.0,16.040629048395605,0
501,1119.0,499.0,19.89356624324001,0
502,1116.0,505.0,21.047471469883813,0
503,1114.0,514.0,30.08478572419929,0
504,1112.0,524.0,0.0,0
505,1112.0,524.0,358.95447482834993,0
506,1062.3333333333333,633.3333333333334,360.1325242264994,0
507,1012.6666666666666,742.6666666666666,358.9836402312053,0
508,963.0,852.0,0.0,0
509,963.0,852.0,0.0,0
510,963.0,852.0,258.41993205645707,0
511,952.4,765.2,265.60404924725333,0
512,941.8,678.4,257.5825455891297,0
513,931.2,591.6,257.8302548910098,0
514,920.6,504.8,258.59502775404445,0
515,910.0,418.0,44.75899254163631,0
516,892.0,410.0,0.0,0
517,892.0,410.0,132.81008879396367,1
518,878.0,368.0,105.03918496241047,0
519,865.3333333333334,335.0,103.54447302481387,0
520,852.6666666666666,302.0,104.68030141419725,0
521,840.0,269.0,86.36499419277143,0
522,828.0,243.0,0.0,0
523,828.0,243.0,70.87564175560155,0
524,815.0,223.0,26.524559608016883,0
525,823.7727272727273,221.5909090909091,26.102736865497207,0
526,832.5454545454545,220.1818181818182,26.98516920621295,0
527,841.3181818181819,218.77272727272728,20.444555329383167,0
528,850.0909090909091,217.36363636363637,27.054754257807538,0
529,858.8636363636364,215.95454545454547,20.17911494566983,0
530,867.6363636363636,214.54545454545453,26.47718348717541,0
531,876.4090909090909,213.13636363636363,26.47836864944359,0
532,885.1818181818182,211.72727272727272,26.289211028005543,0
533,893.9545454545455,210.3181818181818,26.483035081194277,0
534,902.7272727272727,208.9090909090909,25.851305219220485,0
535,911.5,207.5,26.551772735338147,0
536,920.2727272727273,206.0909090909091,26.515916010181815,0
537,929.0454545454545,204.6818181818182,25.978549373875158,0
538,937.8181818181819,203.27272727272728,26.972591311867088,0
539,946.5909090909091,201.86363636363637,26.441584083233355,0
540,955.3636363636364,200.45454545454544,26.486874830758822,0
541,964.1363636363636,199.04545454545453,20.491195772065826,0
542,972.909090909091,197.63636363636363,26.20307398283988,0
543,981.6818181818182,196.22727272727272,27.016665323704704,0
544,990.4545454545455,194.8181818181818,27.207852375196776,0
545,999.2272727272727,193.4090909090909,26.184313592167673,0
546,1008.0,192.0,0.0,0
547,1008.0,192.0,55.07604053613399,0
548,1022.5,203.0,53.76166968980177,0
549,1037.0,214.0,55.36571153014277,0
550,1051.0,226.0,47.39295613200895,0
551,1064.0,235.0,64.10064262473301,0
552,1079.0,251.0,0.0,0
553,1079.0,251.0,43.49916044163433,0
554,1093.0,264.0,875.1545540625765,0
555,1029.0,560.5,908.2924009502726,0
556,965.0,857.0,829.9217355602229,0
557,1057.0,595.5,824.1526137319198,0
558,1149.0,334.0,0.0,0
559,1149.0,334.0,83.86375147242477,0
560,1166.0,356.0,75.48714593004607,0
561,1181.0,377.0,83.75691183266204,0
562,1197.0,400.0,88.69012711133688,0
563,1212.0,426.0,74.74461862089233,0
564,1224.2,448.2,76.90675633228877,0
565,1236.4,470.4,75.05704941382315,0
566,1248.6,492.6,75.5484276358695,0
567,1260.8,514.8,75.95576433532607,0
568,1273.0,537.0,109.33310939467079,0
569,1291.0,569.0,105.1579554510233,0
570,1307.0,601.0,0.0,0
571,1307.0,601.0,108.56752339542918,0
572,1323.0,634.0,116.29067242414185,0
573,1339.0,671.0,66.3188092587072,0
574,1350.3333333333333,690.5,67.50200642495794,0
575,1361.6666666666667,710.0,68.13393542658144,0
576,1373.0,729.5,69.00412011616599,0
577,1384.3333333333333,749.0,67.3920291441267,0
578,1395.6666666666667,768.5,67.40571467689213,0
579,1407.0,788.0,36.555867633679064,1
580,1414.0,778.3333333333334,35.82430502297278,0
581,1421.0,768.6666666666666,35.42847736034158,0
582,1428.0,759.0,25.953557901951672,0
583,1433.5,752.5,24.824545434755606,0
584,1439.0,746.0,31.87218482991388,0
585,1447.0,739.0,17.3263014367682,0
586,1452.0,736.0,29.212499680716654,0
587,1461.0,732.0,18.76544015047219,0
588,1467.0,730.0,0.0,0
589,1467.0,730.0,23.635195709823172,0
590,1475.0,731.0,23.571434492360844,0
591,1483.0,731.0,23.10655896533228,0
592,1489.0,736.0,27.144256574957364,0
593,1496.0,742.0,31.711056893575574,0
594,1504.0,749.0,0.0,0
595,1504.0,749.0,220.89321736440212,0
596,1446.25,704.75,216.33136439437962,0
597,1388.5,660.5,215.84445899649475,0
598,1330.75,616.25,218.63242221774013,0
599,1273.0,572.0,134.03484235813602,0
600,1235.0,549.0,135.49953515802125,0
601,1197.0,526.0,132.37281461748222,0
602,1159.0,503.0,133.51632712736247,0
603,1121.0,480.0,133.35214189766324,0
604,1083.0,457.0,133.43227268177336,0
605,1045.0,434.0,131.8149936198151,0
606,1007.0,411.0,0.0,0
607,1007.0,411.0,114.64615286227915,0
608,971.5,398.5,107.5901863448856,0
609,936.0,386.0,72.8823414395648,0
610,912.0,380.0,90.82255632159367,0
611,882.0,373.0,77.69550912292449,0
612,856.0,370.0,0.0,0
613,856.0,370.0,54.378525021351486,0
614,832.0,370.0,64.57842307040909,0
615,810.0,370.0,60.182957228346645,0
616,790.0,372.0,63.420001224293856,0
617,769.0,377.0,39.450852436883174,1
618,753.0,370.0,0.0,0
619,753.0,370.0,92.792291298813,0
620,739.0,342.0,79.7103731432812,0
621,725.0,319.0,81.74712698186264,0
622,710.0,296.0,68.56176655050564,0
623,697.0,277.0,61.633217036572894,0
624,685.0,260.0,2.95162542267323,0
625,684.0,260.0,53.01170286440655,0
626,672.0,246.0,57.44851290097408,0
627,659.0,231.0,50.576429648648414,0
628,647.0,219.0,38.254231317540125,0
629,638.0,210.0,1361.6494138613593,0
630,920.5,570.0,1356.555518196191,0
631,1203.0,930.0,337.9243901771207,0
632,1135.5,841.625,331.3255468530652,0
633,1068.0,753.25,323.814402845198,0
634,1000.5,664.875,337.4386200463325,0
635,933.0,576.5,340.2162218284516,0
636,865.5,488.125,333.7055121895862,0
637,798.0,399.75,334.8302265721212,0
638,730.5,311.375,334.3228687744551,0
639,663.0,223.0,103.41744613451236,0
640,697.0,231.0,96.18442889170383,0
641,727.0,245.0,105.76996487517751,0
642,757.0,264.0,0.0,0
643,757.0,264.0,107.35141266506506,0
644,788.0,284.0,117.74670325798327,0
645,820.5,306.5,118.21880269091298,0
646,853.0,329.0,116.5880804373534,0
647,883.0,355.0,95.13999801088681,0
648,916.0,381.0,0.0,0
649,916.0,381.0,136.31957099476932,0
650,951.0,412.0,147.56472853714993,0
651,986.25,447.25,150.52272627389,0
652,1021.5,482.5,151.25072713895034,0
653,1056.75,517.75,145.12333723638648,0
654,1092.0,553.0,0.0,0
655,1092.0,553.0,162.08638497742544,0
656,1127.0,595.0,153.83653546746558,0
657,1163.0,632.0,345.0148218274398,0
658,1225.0,732.0,349.57122157650906,0
659,1287.0,832.0,350.9391908906191,0
660,1349.0,932.0,8.808583651328018,0
